clean_content,kategori,emosi
rupiah cepat ini dulu aplikasi yg bagus cuma baru baru ini bikin kecewa banget masak pinjaman cm 200 ribu gak bisa naik padahal sebelum jauh dr jatuh tempo sdh dibayar malah kadang gak nunggu nyicil langsung saya lunasi di awal,Penagihan,Kecewa
kecewa sudah masukan semua data tapi pengajuan di tolak tolong jaga data2 saya awas kalo adaapa saya tuntut,Keamanan/Privasi,Kecewa
rupiah cepat sangat2 mengecewakan pembayaran terakhir saya baru jatuh tempo hari ini saya bayar jam 13 30 hanya terlambat beberapa jam saja tidak lewat dari satu hari masi di teror sama dcnya sangat mengecewakan saya pelanggan yang paling lancar dalam hal pembayaran tapi setelah kejadian ini saya kapok lagi mau mengajukan di aplikasi rupiah cepat yang lain hati2 dengan aflikasi ini sangat tidak rama dcnya,Penagihan,Kecewa
capek tiap hari ditelponin tiap hari pinjam aja kagak giliran hapus akun menu hapus akun gak ada menyebalkan pilih menu hapus pas cari gak ada tuh menu hapus akun jgn coba coba install aplikasi ini berlaku seumur hidup bakalan diteror tiap di teleponin gini gini aman,Keamanan/Privasi,Marah
jelek applikasinya baru foto sudah tidak lolos verifikasi gimana ceritanya jangan download ini applikasi jelek,Keamanan/Privasi,Kecewa
aplikasi sangat membantu banget proses cepat penanganan juga sangat mantap gak rugi pakai aplikasi ini,Kemudahan Akses,Kecewa
sudah ga bisa pinjam lagi padahal ga ada masalah pembayaran sebelum jatuh tempo sudah saya bayar mending unistal saja menuhin beranda saja ini aplikasi,Penagihan,Marah
pertama kali mengajukan pinjaman langsung acc kedua kalinya di acc lagi dan yang ketiga kalinya mengajukan pinjaman langsung tidak bisa lagi padahal pembayaran tepat waktu ya maaf saya kasih bintang 1 aja karena kecewa tidak bisa mengajukan pinjaman lagi sedangkan data masih aktif,Penagihan,Kecewa
evaluasi dari pihak anda jangan hanya menyalahkan penguna aplikasi bobrok logout sendiri peringatan ketika telat tidak ada pemberitahuan saat sebelum jatuh tempo,Penagihan,Marah
biayanya sangat besar beda sama apk yang lain disini 2 kali rugi sudahlah pakai bunga di pot biaya provider nya 10% dari pinjaman terlalu besar ruginya minjam disini,Bunga/Biaya Tinggi,Kecewa
saya awalnya skeptis soal pinjaman tanpa jaminan tapi aplikasi ini bener bener ngebuktiin kalau prosesnya bisa gampang dan tanpa ribet cocok banget buat yang cari solusi keuangan yang praktis dan nyaman saya rekomendasiin aplikasi ini ke semua orang yang lagi cari pinjaman tanpa stres terima kasih banyak atas bantuannya,Kemudahan Akses,Takut
saya ditlpn pihak rupiah cepat setelah download malah ga jelas ingat ia data sy atas nama johan jgn disalah gunakan mulai tgl 02 bln mei 2025 jam 14 55 menjelang sore sdh sy uninstall terima kasih dan blm sama sekali pengajuan dan tandatangan,Keamanan/Privasi,Kecewa
sebenarnya bagus platformnya gampang di acc ulang asal tidak telat yaa saya perjelas asal jangan pernah telat meskipun sehari contoh saya kasih tau yaa man teman admin di awal 10% yaaa mau pinjam 5 juta tenor 90 hari cicil 5x yg artinya 2 minggu sekali bayar angsurannya terima masuk rekening 4 444 500 biaya admin 500 ribu bunga 850 ribu ppn 11% 55 ribu ttd e 500 rupiah total keseluruhan bunganya admin dll 850 000 555 500 hitung sendiri dan coba pikirkan lagi terimakasih,Bunga/Biaya Tinggi,Marah
platform pinjaman yg sangat mudah dan aman,Kemudahan Akses,Marah
awal pengajuan berhasil dan saya lunasi semua sebelum jatuh tempo tanpa keterlambatan apapun ketika saya mencoba lagi tertolak semoga pas pengajuan lagj berhasil yaa thank you samir,Penagihan,Marah
terima kasih rupiah cepat pengajuan saya di acc dgn cepat dan mudah semoga ke depan nya bisa jadi solusi ketika butuh dana mendadak sebelum gajian,Kemudahan Akses,Marah
limit nya terlalu kecil apa jangan jangan takut ngga di bayar iya bintang 3 dlu aja,Penagihan,Takut
cuma bisa pinjam pertama nya doang padahal saya sudah melunasi sebelum datang tempo waktu pembayarannya setelah di lunasi mau pinjam lagi malah ga bisaa udah saya coba berkali kali masih tetep ga bisa selalu di tolak,Penagihan,Marah
aplikasi pinjol konyol pinjam 1 5jt yg di tf 1 3jt pengembalian 1 7jt ga ngotak ga jelas,Kemudahan Akses,Marah
aplikasi pembohongan sudah ketiga kali nya nyoba pengajuan di aplikasi ini sudah melengkapi data dengan benar tapi pengajuan ditolak padahal sebelumnya belom pernah pinjam ke aplikasi mana pun yg di iklan itu bohong itu mah supaya kita download doang pas udh di download mah malah pengajuan di tolak pengisian datanya sudah bener padahal buat yg lain ga usah download aplikasi ini dah sayang sayang kuota doang,Keamanan/Privasi,Kecewa
kaya nya aplikasi ini cukup 1 kali pinjaman saja saya melakuan pembayaran jauh sebelum jatuh tempo sampai sekarang tidak bisa melakukan pinjaman lagi,Penagihan,Marah
parah udh dilunasi sebelum jatuh tempo ehh gak bisa minjam lagii,Penagihan,Marah
percuma kirim kirim sms di aku karena di tolak tolak terus males jadinya tolong stop,Keamanan/Privasi,Kecewa
gak jelas udah di lunasin pas mau ambil lagi di tolak nunggu 7 hari giliran udah 7 hari ambil lagi di tolak lagi ini pengajuan lagi di tolak lagi 3 x hahahahja jangan pada download gak jelas ini,Penagihan,Kecewa
udah sering coba aplikasi pinjaman tapi gk pernah diterima selalu di tolak jadi bingung ni aplikasi cari nasabah apa cuma cari data doang,Keamanan/Privasi,Takut
sya tdk pernah download app ini tetapi sya heran mengapa sya selalu di tlpn hampir setiap hari menawarkan pinjaman pada hari ini sya minta bantuan untuk tdk di tlpn lagi dari pihak rupih cepat namun beliau menawarkan untuk download dulu app nya dan sya tdk mau dengan nada marah dia mengatakan sya binatang sungguh heran entah punya masalah apa orng ini sampai mulutnya bisa berucap sekasar itu hemm mungkin dia kebanyakan makan duit haram,Kemudahan Akses,Marah
aplikasi ini buruk sekali gk rekommeded poko nya gk nyaman bngt pinjem duit di apkikasi ini pinjem 300 rb aja setiap pembayaran udh di telfonin terus 3 hari sebelum jatuh tempo pinjem jutaan di aplikasi lain aja santai gk pernah di teror dasar aplikasi receh abal abal,Penagihan,Kecewa
gk d acc tbtb tf dan ngasih tagihan mna gede banget pula bunga nya,Bunga/Biaya Tinggi,Marah
aplikasi apaan ini pinjam 1 x sudah di lunasi mau pinjam lagi tidak bisa saya menyesal,Penagihan,Kecewa
yth bapak ibu saya yang bernama muhammad zaini meminta tolong untuk menghapus data pribadi saya di aplikasi ini dikarnakan pinjaman saya tidak dapat di proses atau di tolak saya tunggu balasan dari bapak ibu terima kasih,Kemudahan Akses,Marah
gak pernah telat bayar pdahal knpa jadi gak bisa ngambil lagi gak bisa ngebantu orang yang lagi membutuhkan kecewa sie,Penagihan,Kecewa
sengaja kasih bintang 5 biar muncul paling atas awal2 pengajuan bagus langsung cair tp pengajuan berikutnya selalu ditolak mentah2 suruh nunggu 7 hari baru bisa pengajuan udah sebulan nyoba sampai 4x tetep ditolak dan untuk dc begitu sangat mengganggu tiga hari sebelum jatuh tempo selalu wa dan telp gak berhenti2 sangat2 mengganggu tolong di benerin itu sistemnya,Penagihan,Marah
saya kecewa dengan aplikasi adapundi karena setelah saya melunasi tagihan jauh sebelum jatuh tempo tapi saya mengajukan beberapa kali pinjaman selalu di tolak kalo tau pinjam lagi di tolak tidak akan bayar sebelum jatuh tempo pinjaman saya jatuh tempo masih oktober tapi saya lunasi semua di awal agustus sampay sekarang kalo mengajukan selalu di tolak kecewaaaaaaa saya tidak suka dengan aplikasi seperti ini saya suda v5 pengajuan selanjutnya di tolak kecewaaaaaaa kecewaaaa,Penagihan,Kecewa
baru ajukan langsung ditolak aplikasi tolol sedunia,Kemudahan Akses,Marah
samir kenapa masih dua hari jatuh tempo tp sudah di tagih dan mengancam saya serem banget saya jadi gak mau ngambil lagi ke samir galak banget lagi padahal saya bayar selalu tepat waktu gak sopan dan tlp terus sangat mengganggu,Penagihan,Takut
belum pernah pakai adapundi sebelumnya saat daftar pertama kali aku malah gak bisa lakukan pinjaman dikarenakan kredit skor tidak mencukupi dan harus menunggu 1 minggu lagi untuk di cek kembali saat 1 minggu kemudian aku cek lagi tapi tetap gak bisa lakukan pinjaman dengan alasan yang sama tolong hapus data saya saya sudah tidak mau pakai adapundi lagi,Keamanan/Privasi,Marah
aplikasi aneh aplikasi ini kaya menjebakk nyesel sayah lah,Kemudahan Akses,Kecewa
aplikasi tolol tlp ke nomer pribadi mulu di suruh ngajuin giliran udah ngajuin di tolak tolollll,Kemudahan Akses,Marah
saya member vip v7 mau pinjam lagi tidak bisa padahal sebelumnya bisa pinjam ga pernah terlambat percuma bayar tepat waktu,Penagihan,Kecewa
sangat buruk proses pengajuannya lama lebih dari 12 jam,Kemudahan Akses,Kecewa
bunga tinggi bangeeet terlanjur klik dana terlalu cepet masuk sedih gk da pilihan cicil berapa hari minggu bulan setan,Bunga/Biaya Tinggi,Kecewa
gak rekomend minjem dsini bunga ny tllu tinggi pinjaman 12jtaan slma 6bulan total byar keseluruhan mnjdi 21jtaan,Bunga/Biaya Tinggi,Marah
kenapa pinjaman kedua saya tdk terealisasi ya kak padahal sebelumnya saya bayar tepat waktu,Penagihan,Marah
bunga nya serem katanya cuma 0 03% nyata nya 80% bunga nya gilaaaa si,Bunga/Biaya Tinggi,Takut
kecewa dengan samir saya tidak pernah telat bayar tapi tiba2 pengajuan lagi malah di tolak saya selalu bayar 2hari sebelum jatuh tempo dan sisa limit 8 8jt tiba2 berubah jadi hanya 308rb,Penagihan,Kecewa
sanget kecewa sekali setelah pelunasan katanya bisa ambil kembali nyatanya zonk,Penagihan,Kecewa
ini kenapa sih aplikasinya saya blm telat bayar udah di ancam sebar data padahal kn saya niat baik mau bayar sore jm 5 ini saya udah diteror dng beberapa nomor sebarin data saya di sosial media dmna aplikasi pinjol itu pembayaran nya sampe jm 12mlm ini gak baru siang saya udah diancam,Penagihan,Marah
aplikasi bikin rugi pulsa saja buat donload ujung ujungnya ditolak mulu aplikasi ini tidak menjamin kebutuhan kita tolg hapus semua dataku jgn sampe salh digunakan,Keamanan/Privasi,Kecewa
sepertinya nomor hp saya sudah diretas setelah saya mendownload aplikasi ini tetapi saya tidak pernah meminjam uang pada aplikasi ini tolong nomor hp dan data yang digunakan kemarin jangan disalahgunakan jika ada yang mencoba menggunakan data saya itu bukan saya dan itu semua diluar tanggungjawab saya dan bisa lapor kepada pihak berwajib terima kasih,Keamanan/Privasi,Kecewa
aplikasi tolol baru instal di klik untuk verifikasi ktp nya langsung ga bisa gimana mau peminjaman,Kemudahan Akses,Marah
sangat membantu sekali dalam kita melakukan usaha untuk modal usaha yang penting pembayaran selalu lancar sebelum jatuh tempo sehingga pengajuan untuk pengajuan kembali dana pinjaman langsung turun sangat mudah gampang dan tidak ribet terimakasih adapundi is the best recomended buat pinjaman dana marah,Penagihan,Marah
bagaimana yha giliran sudah di lunasi sebelum jatuh tempo mau ngajukan lagi malah di tolak pengalaman yang buruk bagi saya,Penagihan,Kecewa
kecewa sskalu bayar tepat waktu kooperatif tapi ketika mengajukan kembali ditolak dengan alasan kredit skor tidak mencukupi maksudnya alasan tidak masuk akal swharusnya klo bayar selalu koiperatif kredit limit naik bukan malah zonk padahal selama ini selalu pinjam dan kooperatif bayat tepat waktu,Penagihan,Kecewa
sebelum nya trimaksih buat pinjaman nya dgn ini saya menyampaikan bahwa saya akan menghapus pinjaman samir di hp saya mohon data saya d hapus dan jika ada pinjaman masuk saya tdk brtnggung jwb krna hari ini saya akan meng uninstal atau menghapus aplikasi pinjaman ini trimaksi bnyk atas pinjaman nya samir,Keamanan/Privasi,Marah
cara pinjaman dana dan pencairan okelah tp waktu mau pembayaran sebelum jatuh tempo 4 hari sebelum jatuh tempo udah di tlpn trs kyk ma g sampai hampir 70x panggilan per hari trs gitu ngasih tau lewat wa wiiih jutek banget omongannya,Penagihan,Marah
knp pinjaman sy di cair kan padahal 1jm sebelum cair sy sudah usul kan untuk di batal kan mana pinjam 350 yg masuk 310 ribu lagi sebulan harus byar 2x sy tdk akan menerima uang kalian sy ingin mengembalikan nya tolong sy tdk ingin pinjaman ini sy ingin mengembalikan dana yg masuk di rekening saya sengaja sy kasih bintang 5 supaya terbaca sy tdk mau tau klau ada penagihan yg intinya sy akan kembalikan dana kalian sy suda wa tapi tdk di balas jangan salah kan sy karna apikasih nya sy sudah hapus,Penagihan,Marah
apk menjebak bunganya ngeri cicilan bnr 3 bln tp cicilan ke 1 dan 2 jaraknya 15 hari nominalnya jg besar cicilan ke 1 dan ke 2,Bunga/Biaya Tinggi,Takut
saya liat limit sya akan bertambah atau tidak setelah saya lunas sebelum waktunya,Penagihan,Marah
kecewa karena pengajuan pinjaman kedua selalu di tolak seminggu dua minggu di tunggu di coba selalu gagal padahal pinjaman sebelum nya lancar dan sudah lunas sebelum jatuh tempo dengan terpaksa saya uninstall aplikasi ini,Penagihan,Kecewa
saya sudah menghapus akun saya dari apk ini dan tidak ada pengajuan yang di acc mohon jangan di sebarluaskan data saya jika ada yang menggunakan data saya itu bukan saya saya niat cuma mau liat limit saya saja bonus ini aplikasi aslinya gak py dana dan modal berkedok aplikasi pinjaman pengajuan lama ujung2nya ditolak perampokan data doang jgn ada yg download bahaya sia2,Keamanan/Privasi,Kecewa
saya suka sih apk nya pertama kali minjam langsung di acc cuma 100 rbu lalu saya bayar tagihan tersebut 3 hari sebelum jatuh tempo naik limit nya jadi 400 lebih tapi sangat di sayangkan saya ajukan kembali pakai data yg sama selalu di tolak udh 2 kali saya di tolak di sini padahal saya ngk ada merubah sedikit pun data saya mohon penjelasan nya min ada apa dan kenapa bisa spt itu min,Penagihan,Marah
aplikasi jelek hahaha soalnya gada limit trz tiap donlot capek deh,Kemudahan Akses,Kecewa
saya pelunasan 78 000 aku tf 300 000 sisanya kok gak di kembelikan,Penagihan,Marah
app gak jelas pinjaman di tolak dan akun ga bisa di hps jdi jangan mau download yaa kawan semua,Keamanan/Privasi,Kecewa
males pinjam lagi bunga nya gede di tambah lagi pake potongan pencanangan potongannya gede juga kudu mikir klo pinjam di sini mendingan di aplikasi sebelah dpt nya full tanpa potongan,Bunga/Biaya Tinggi,Marah
aplikasi yang sangat tidak membantu udah dapat limitnya kecil di bayar lunas sebelum waktunya tapi melakukan pengajuan lagi gak di setujui,Penagihan,Marah
bagus si tapi pas pengajuan ke 3 di suruh nungu 15 hri kemudian serba salah di lunasin sebelum jatoh tempo niat mau minjem lagi mala suruh tunggu 15 hari kemudian,Penagihan,Marah
hati jangan gampang percaya dgn marketing iklan nya yg mengatakan aplikasi ini bagus bunga nya 31% jangka waktu nya cuma 6 bulan kalau gak percaya coba di kalkulasi aja sendiri sebelum nge klik cair kan dana saya juga tertipu karena aplikasi ini untung cuma 3 juta aja,Bunga/Biaya Tinggi,Marah
gapernah telat bayar bahkan bayar tagihan 3 hari sebelum jatuh tempo tapi nggak bisa ajuin pinjaman lagi marah,Penagihan,Marah
cs nya bawel banget dah ga download apk aja nelfon terus suruh minjem ganggu banget orang dehh tolong dong saya gaada niatan soalnya berisik banget ganggu orang,Penagihan,Kecewa
pertama pinjm saya lunasin dalam 1 bulan tapj pengajuan berikutnya malah di tolak katanya kembali dapat mengajukan dalam 7 hari dan sudah 10 x kembali tetep ajah suruh kembali dalam 7 hr hehe buang buang waktu jelek banget kecewa,Penagihan,Kecewa
aplikasi ini bener bener beda dari yang lain proses pengajuannya gampang cicilannya ringan dan semuanya jelas banget tingkat persetujuannya juga tinggi jadi gak perlu khawatir soal pengajuan cocok banget buat yang cari solusi keuangan yang praktis dan terpercaya saya rekomendasiin aplikasi ini ke semua orang terima kasih banyak atas bantuannya,Kemudahan Akses,Takut
waktu itu penagihan nya terllu agresif sebelum jatuh tempo 5 hari sudah di tlp cicilan di bayar selalu tepat waktu bahkan sblm jatoh tempo tpi pas pengajuan lagi sellu ditolak menurut saya samir jauh dari kata sop,Penagihan,Marah
download tgl 25 mei 2025 uninstal 26 mei 2025 tidak memakainya sama sekali mohon tidak menyalahgunakan data yang sudah masuk terimakasih,Keamanan/Privasi,Kecewa
pembayaran bagus sebelum jatuh tempo udah lunas tp giliran mau ngajuin lagi ngga bisa dengan alasan skor kredit,Penagihan,Marah
aplikasi ga sesuai iklan pembodohan publik setelah selesai isi data data verifikasi video tidak bisa digunakan aplikasi sampah pembohongan publik,Keamanan/Privasi,Marah
saya udh lunasin semua dan gk pernah telat bayar terus kenpa saya mau pinjem lgi gk bisa selalau ada pemberitahun minggu depan dan udh saya coba lgi selalu jawabnya minggu depan tolong di perbaiki lgi adapundi masa kalah ama pinjeman apk sebelah,Penagihan,Marah
sudah lunas tepat waktu pinjam lagi mlh di tolak aneh bngt tololl,Penagihan,Marah
tolong hapus data saya saya sudah bayar tapi masih di teror tlpon berpuluh kali sehari apaan begini mau kasih bukti bahwa saya sudah bayar tapi bagaimana kirim bukti nya klo lewat tlpon pun kita gak di kasih kesempatan ngomong nyesel di bayar tau kaya gini,Penagihan,Kecewa
